,mean,std,5%,50%,95%,hpdi_95%
0,0.25322002,0.04572548,0.16864979192614554,0.2563092112541199,0.32407925873994825,0.25603992
1,0.005087309,0.001788442,0.0019269863376393914,0.004921482410281897,0.008059687120839954,0.0047200276
2,0.0039800075,0.0014874459,0.0013302577135618776,0.003844912280328572,0.006483233743347227,0.0036796313
